_id,title,author,image,description,bookType,publishedDate,publisher,__v
64c1076811058c096e8c71a6,"Fantasy, Online Misogyny and the Manosphere",Jacob Johanssen,http://books.google.com/books/content?id=C9ZAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"This book presents the first in-depth study of online misogyny and the manosphere from a psychoanalytic perspective. The author argues that the men of the manosphere present contradictory thoughts, desires and fantasies about women which include but also go beyond misogyny. They are in a state of dis/inhibition: torn between (un)conscious forces and fantasies which erupt and are defended against. Dis/inhibition shows itself in self-victimization and defensive apathy as well as toxic agency and symbolic power and expresses itself in desire for and hatred of other bodies. The text draws on the psychoanalytic thinkers Klaus Theweleit, Elisabeth Young-Bruehl, Jessica Benjamin and Wilhelm Reich to present detailed analyses of the communities within the so-called manosphere, including incels, Men Going Their Own Way (MGTOW), alt-right YouTubers and NoFap users. Drawing on wider discussions about the status of sexuality in contemporary neoliberal technoculture since the sexual revolution of the late 1960s, it illuminates how sexuality, racism and images of the white male body shape the fantasies and affects of many men on the internet and beyond. Integrating a unique theoretical framework to help understand how today’s increase in online misogyny relates to the alt-right and fascism, Online Misogyny and the Manosphere is an important resource for academics in a variety of fields including psychoanalysis, media and communication studies, internet studies, masculinity research and more.",fantasy,2021-10-22,Routledge,0
64c1076811058c096e8c71a9,The Quicksilver Court,Melissa Caruso,http://books.google.com/books/content?id=CzAAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The Quicksilver Court continues the wildly original epic fantasy series bursting with intrigue and ambition, questioned loyalties, and broken magic that began with The Obsidian Tower. Ryxander has failed. Unsealed by her blood, the Door hidden within the black tower of Gloamingard has opened. Now, for the first time since the age of the Graces, demons walk the world. As tensions grow between nations, all eyes-and daggers-are set on Morgrain, which has fallen under the Demon of Discord's control. When an artefact with the power to wipe out all life in a domain is stolen, Ryx will do whatever it takes to save her home from destruction. But success may demand a larger sacrifice from Ryx than she could have imagined. Praise for Melissa Caruso 'Caruso is a terrific writer who weaves fascinating and intricate fantasy tales' Grimdark Magazine 'With this novel, Melissa Caruso solidifies herself as one of my favourite authors. The Obsidian Tower is a masterpiece of character-driven fantasy . . . I was enthralled from the first page' Fantasy Book Review 'This is a truly excellent fantasy and an epic beginning for a new trilogy. I can't wait to see what [Caruso] does next' Locus",fantasy,2021-10-12,Hachette UK,0
64c1076811058c096e8c71ab,The Lure of the Image,Daniel Morgan,http://books.google.com/books/content?id=Y88yEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The Lure of the Image shows how a close study of camera movement challenges key assumptions underlying a wide range of debates within cinema and media studies. Highlighting the shifting intersection of point of view and camera position, Daniel Morgan draws on a range of theoretical arguments and detailed analyses across cinemas to reimagine the relation between spectator and camera—and between camera and film world. With sustained accounts of how the camera moves in films by Fritz Lang, Guru Dutt, Max Ophuls, and Terrence Malick and in contemporary digital technologies, The Lure of the Image exposes the persistent fantasy that we move with the camera within the world of the film and examines the ways that filmmakers have exploited this fantasy. In so doing, Morgan provides a more flexible account of camera movement, one that enables a fuller understanding of the political and ethical stakes entailed by this key component of cinematic style.",fantasy,2021-08-17,Univ of California Press,0
64c1099d42ed34eef142a39e,"Shadowseer: London (Shadowseer, Book One)",Morgan Rice,http://books.google.com/books/content?id=XWoJEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"“This novel succeeds—right from the start…. A superior fantasy…It begins, as it should, with one protagonist’s struggles and moves neatly into a wider circle….” –Midwest Book Review (re Rise of the Dragons) “Filled with non-stop action, this novel is sure to keep you on the edge of your seat from cover to cover….Rice is setting up for an amazing series to rival series such as Tamora Pierce’s Song of the Lioness, with her strong female protagonist making waves in her world and building the confidence of young women in ours.” –The Wanderer, A Literary Journal (re Rise of the Dragons) From #1 bestselling author Morgan Rice, a USA Today bestseller and critically-acclaimed author of the fantasy series The Sorcerer’s Ring (over 3,000 five-star reviews) and the teen fantasy series The Vampire Journals (over 1,500 five-star reviews) comes a groundbreaking new series and genre, where fantasy meets mystery. SHADOWSEER: LONDON (Book One) tells the story of Kaia, 17, an orphan coming of age in the Victorian London of the 1850s. Kaia yearns to escape her horrific orphanage, to discover who her parents were, and to understand why she can sense shadows when others cannot. Yet the streets of London are as brutal as the orphanage, and for Kaia, there is no easy way out. When Kaia, arrested, faces an even worse punishment, Detective Pinsley, 45, notices a strange marking on her arm and thinks she might be the key in solving a peculiar, mysterious case. Bodies are turning up dead in London, and Pinsley wonders whether it’s the work of a deranged serial killer, or of something….else. The methods of murder seem impossible, as does the murderer’s ability to escape death. Kaia is given a choice: help solve the case, or be shipped off to Bedlam, the notorious insane asylum. Unlikely partners, each mistrusting the other, Kaia and Pinsley embark to scour the dark corners and cobblestone streets of 19th century London in search of clues. Yet what they find may shock and horrify even them. Dark fantasy meets mystery in SHADOWSEER, a page-turning, atmospheric thriller packed with authentic period detail, with twists and cliffhangers that will leave you on the edge of your seat. Kaia, a broken hero, will capture your heart as she struggles to claw her way up from the depths, and to solve unsolvable crimes. Fans of books such as Spellbreaker, The Dresden Files, Mortal Instruments and Dr. Jekyl and Mr. Hyde will find much to love in SHADOWSEER, satisfying fantasy fans who appreciate mystery and suspense, and mystery lovers who want something new, a clean hybrid that will appeal to both adult and young adult readers. Get ready to be transported to another world—and to fall in love with characters you will never forget. “Morgan Rice proves herself again to be an extremely talented storyteller….This would appeal to a wide range of audiences, including younger fans. It ended with an unexpected cliffhanger that leaves you shocked.” –The Romance Reviews (re the paranormal series Loved) “The beginnings of something remarkable are there.” –San Francisco Book Review (re the young adult fantasy A Quest of Heroes) SHADOWSEER: PARIS (Book #2), SHADOWSEER: MUNICH (Book #3), SHADOWSEER: ROME (Book #4) and SHADOWSEER: ATHENS (Book #5) are also available.",fantasy,2021-06-08,Morgan Rice,0
64c1099e42ed34eef142a3a0,Dance with the Wind,Susannah Welch,http://books.google.com/books/content?id=D34aEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A singer with forbidden magic. An undercover renegade. How can she keep her magic a secret if it goes wild every time they dance? On Ylena’s first day inside the Shining City, a mysterious woman tricks her into auditioning for a magical ritual celebrating the Goddess. Every year, the young singers and dancers compete for the honor of performing in the enchanted ceremony, but with the ruthless High Priests in charge, a single wrong note is blasphemy. If learning her role wasn’t hard enough, unexpected emotions make rehearsals even more complicated. There’s Wilder, Ylena’s flirty costar who knows more about the city’s dark secrets than he’s willing to tell, and Caed, her dance instructor, a priest who isn’t what he seems. When Ylena manifests magic that makes her a threat, can she escape the spotlight at center stage before the High Priests discover her secret? Prepare to be swept into a world of beautiful magic, shocking twists, and breathless fairy tale romance. Inside you will find a sweet, slow-burn romance with a swoon-worthy couple, and a happily-ever-after at the end of the trilogy. Dance with the Wind is Book 1 in the City of Virtue and Vice series. If you enjoy strong heroines, fantasy worlds, elemental magic, and sweet romance, then try the City of Virtue and Vice series today! KEYWORDS: ya fantasy romance, sweet fantasy romance, ya fantasy, fairy tale romance, young adult fantasy, young adult fantasy romance, romantic fantasy, strong heroine fantasy, strong female lead, clean fantasy romance, sweet fantasy romance, free, free fantasy romance, free young adult fantasy, slow burn, magic romance, enchanted magic, epic, love story, coming of age fantasy, swoony fantasy romance PERFECT FOR FANS OF: Elise Kova, Sylvia Mercedes, Alisha Klapheke, Tara Grayce, Casey L. Bond, Emma Hamm, Miranda Honfleur, Shari Tapscott, Frost Kay, Deborah Grace White, Shannon Mayer, K.F. Breene, Juno Hart, Laura Greenwood, Lindsay Buroker, Naomi Novik",fantasy,2021-05-17,"Silky Sky Publishing, LLC",0
64c1099e42ed34eef142a3a2,Anchored,Bridget E. Baker,http://books.google.com/books/content?id=xMcWEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Every time Alora goes to sleep, she wakes up on another world, a magical world, a world that's about to collide with Earth in a very big way. Alora's the only person with the power save them both, only, she's not sure she should. Alora’s life has been anything but magical. Since her parents died, she and her brother have been on the run from a creepy, doggedly determined social worker. In a few more months she turns eighteen, but until then, they're stuck hiding. It’s hardly surprising that she dreams every single night of another world, Terra, where she possesses telekinetic powers. What Alora can’t explain is how, when she breaks her arm in her dreams, she wakes up with the same (very real) injury on Earth. And if her dreams aren't real, shouldn't they be more fun? Since only men on Terra are supposed to be able to move things with their minds, Alora spends all her time there hiding her powers. But when her best friend on Terra is threatened, Alora uses her powers to save him, inadvertently killing the attacker. The next day on Earth, the exact same man she killed on Terra walks into her workplace. . .and drops dead. Suddenly, she's being hunted in both places. Alora must discover how Earth and Terra are connected and how far she’ll go to save a world that may not deserve to be saved. ★Awards ★ 2021 IAN Book of the Year, Fantasy 2021 Publisher's Weekly BookLife Prize Quarter Finalist 2021 Readers' Favorite Urban Fantasy Winner 2021 Whitney Award Nominee ★Trade Reviews ★ Kirkus said, ""The author's worldbuilding is astute and unobtrusive. The fantasy series opener finds its rhythm early and then breezes along, keeping readers enthralled. [This] novel is a winner. YA and new-adult readers will take Alora as their own and thrill to the thought of a sequel. An absorbing meld of secondary-world and urban fantasy."" ""The best part of [Anchored] was the non-stop, action-packed, exciting plot. All I can say is, Bridget E. Baker, where have you been all my life? I can’t believe this is her only book that I have read. I will most definitely be reading more of her work. This book has it all: suspense, mystery, love, action, romance, war, you name it. And it is all perfectly combined to produce the perfect story and the perfect beginning to what I know will be a fantastic series,"" -Readers' Favorite ""Wow, this book is intense. It takes hold and doesn't let go. Fast-paced writing, an awesome storyline, and ridiculously fun world-building make this a new favorite of the year. Plus, Egyptian mythology! A must-read for fantasy lovers,"" -USA Today Bestselling author, M. Lynn ""Anchored is a fast paced, fantasy adventure with a strong heroine. I have no idea how Bridget did it, but she tangled reality and dream fantasy together effortlessly. This is one of those books you will go back and read again and again! I cannot wait for book 2,"" -USA Today Bestselling author, J.A. Culican ""I picked this book up for the breathtaking cover, but I stayed for the fascinating story. I can honestly say I've never read anything quite like this. Usually it takes me a while to connect with a narrator, but I found myself rooting for this funny, self-deprecating protagonist from the first page. Top that off with a story that's solid and compelling, and a twisty plot that pulls at your heartstrings every step of the way, and you've got five amazing stars! My only complaint is that I can't binge read the rest of the series yet!"" -USA Today Bestselling Author, Robin D. Mahle ""This action-packed novel is a dose of both fantasy and reality. The writing is infectious, jam-packed with emotion, and the tangling of two worlds--the real and the dream--is masterfully done. Anchored is a book not to be missed,"" -USA Today Bestselling Author, Cortney Pearson ""What a fascinating and intriguing urban fantasy read! The characters are beautifully developed, even those only briefly in the story. The angsty dramatic protagonist, Alora, even with all her deep seated problems and issues, remains likable. And there is one constant for Alora--her strong bond to her brother Jesse. Even though her future is supposed to be destined, Alora wants to lead her own life and not be dictated to. This is a wonderful story of different worlds and strong family ties told superbly!"" In D'Tale Magazine Publisher's Weekly said, ""A gripping, action-packed novel, Anchored holds readers captive and simply won't let go. Baker provides just enough detail and an intriguing premise to keep the reader hooked, revealing answers at exactly the right pace. Baker is an extraordinary writer. Her prose engages, seemingly flowing organically, whether descriptive, action-focused, or dialogue. She is clearly in command of her craft and does a superb job of advancing the plot while providing explanations in measured doses. The premise here is not only the right blend of imagination, mystery, and hold-your-breath action but is entirely unique and leaves the reader wanting more. Baker has created living, breathing characters who, despite the different world presented here and the unique powers the protagonist possesses, are still authentic and relatable. This book is a 10 out of 10."" Keywords: portal fantasy, ya urban fantasy, ya contemporary fantasy, ya epic fantasy, Egyptian mythology, teen urban fantasy, fantasy romance, ya fantasy romance, ya contemporary romance fantasy, myths and mythology fantasy.",fantasy,2021-04-15,Purple Puppy Publishing,0
64c1099e42ed34eef142a3a4,Vera's Song,Natalie Erin,http://books.google.com/books/content?id=bI0kEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A storm brews with the awakening of a prophecy... Five years have passed since the battle for the Verinian Forest, and a new threat is on the horizon. Kiatana’s young son, Kennu, and his Changer, Allie, have been abducted from their home, a target of a horrible plot to devastate the realm. Another quest is undertaken, to find the young prince and bring him back to the forest. If Kiatana fails to find her son, her kingdom will fall and she’ll lose her throne. To save the children they love, one of Kiatana’s friends must be sacrificed. Death is approaching, and afterward, nothing will ever be the same… Topics: supernatural, teen fantasy, teen fiction, magic, epic fantasy, teenage books for girls, YA paranormal books, YA paranormal fantasy, fantasy and magic, YA fantasy books, teen and young adult books, young adult fantasy, teen books, young adult paranormal, sword and sorcery, witches, fae, faeries, wolves, werewolves, shifters, vampires",fantasy,2021-03-18,Gryfyn Publishing,0
64c109e412461a718be58035,Rise of One,Dixon Reuel,http://books.google.com/books/content?id=mhf-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Vampire angst in a zombie apocalypse! The Blood Brute Series grapples with grief, survival, and the painful journey towards a found family. A brutish virus sweeps the globe, devastating humanity. Vampires—hidden throughout history—reveal themselves, ready to become the dominant race. However, a lone vampire stands in their way. Rise lives a pastoral life in the English countryside in the hidden Owl Court smallholding, with his vampire coven. Keeping Owl Court shielded from the minds of outsiders dominates Rise’s every thought, until the zombie-brute virus wiped out most of humanity. Knowing that his coven will soon need fresh human blood, Rise hatches a plan to sneak out of Owl Court and return with survivors. But survivors these days may not all wish to become vampire succor… As more people learn of Owl Court, Rise cannot serve both humanity and his coven. Caught between, Rise must decide: how can he save anyone without giving up his precious Owl Court? Author’s Note: Be prepared! These supernatural dark fantasies for adults might begin with a slow-burn gay romance, but the series has a soul-crushing love triangle among fated mates! It has morally gray characters, post-apocalyptic and ominous vibes. If you like brooding Dark Fantasy Horror with gay MM romance and occult elements, you can expect that, and a lot more, during this eerie zombie apocalypse adventure! This is Book 1 in a 6-book series and ends in a cliffhanger.",fantasy,2020-12-15,Thunderloft Press,0
64c10a2dbdf44cf2bc57b330,The Birthright Series Collection Books 1-3,Bridget E. Baker,http://books.google.com/books/content?id=vvwMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"For fans of Holly Black's The Cruel Prince, Sarah J. Maas' A Court of Thorns and Roses, and Tahereh Mafi's Shatter Me, Bridget E. Baker begins a saga of shocking truths, deadly intrigue, violent battle, and sisterly betrayal. My mom should have killed me the day I was born. Being a twin complicates the Evian line of succession, but Chancery Alamecha is fine letting Judica inherit the throne. After all, she’s the stronger sister—the merciless fighter, the ruthless politician, and the groomed heir. But something unexpected happens when Chancery tries on her mother’s staridium ring, forcing her into a role that she never wanted: the prophesied queen who will prevent the destruction of Earth. Now I have to kill my sister. Judica, enraged by this turn of events, vows to do anything to reclaim her rightful place as empress. Including challenging Chancery to a battle to the death. While Chancery is away training, she gets a taste of the human world, where she can do whatever she wants without family obligations. Now torn between a life she was born into and one that makes her happy, she must confront her treacherous sister—or cause the end of the world. Professional Reviews: Publisher's Weekly said, ""Displaced pulses with exciting incident, and even though this is the first book in a series the climax is consequential and exciting, even as it entices readers with the promise of more. Baker's writing is swift but potent, and scenes of action and romance both prove exciting. Chancery's exciting choices power the narrative from start to epic climax."" Kirkus featured Displaced in the indie section of their print magazine the month they reviewed it, and they said Displaced is, ""a fast moving, engaging tale in what promises to be an epic fantasy romance series."" Keywords: fantasy, urban fantasy, urban fantasy romance, royal fantasy, fantasy romance, royal romance, epic fantasy romance, clean ya fantasy, contemporary fantasy, ya contemporary fantasy, ya fantasy romance, teen fantasy romance, teen fantasy, teen urban fantasy, game of thrones, series starter, first in series, complete series, urban fantasy series, binge a fantasy series, books for teens, best books for teenagers, best book for my kid, clean fantasy, ya game of thrones, for fans of Victoria Aveyard, for fans of Tahereh Mafi, for fans of Sarah J. Maas, sara mass, sarah maas, sarah j moss, sarah maass, for fans of throne of glass, acotar, tahereh mafi, indie books, indie fantasy, six of crows, leigh bardugo, crooked kingdom, holly black, for fans of holly black, the cruel prince, fans of the cruel prince, fans of crave, for teens who loved crave, fans of tracy wolff, crave court crush, covet charm, covet, charm, cherish, crave, tracy wolf, ballad of never after, stephanie garner, stephanie garber, fans of stephanie garber, vampire academy, shatter me, serpent and dove, 99c books, under a dollar, the secret life of addie larue, best books for teens, clean romance fantasy, urban fantasy, stephanie garber, the ballad of never after, the cruel prince, a curse so dark and lonely, brigid kemmerer, kimmerer, holly black, daughter of smoke and bone, laini taylor, epic fantasy, lord of the rings, wheel of time, mist born, rj blain, tolkien, robert jordan, brandon sanderson, urusula k leguin, mercedes lackey, tamora pierce, kf breene, leia stone, linsey hall.",fantasy,2020-12-05,Purple Puppy Publishing,0
64c10a6711aef27da339e8f3,The Chronicles of Starlyn,Craig A. Price Jr.,http://books.google.com/books/content?id=27cAEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Kheshlars are immortal… … but then why is Starlyn's mother dying? With her mother's health failing, time is running out, and so are the options for finding a cure. Arria, Starlyn's sister, decides to act. Seeking a cure, Arria taps into the forbidden power of dark magic. When Starlyn learns of her sister's studies, she begs her to stop or risk becoming an outcast among their people. When Arria refuses, Starlyn must choose between her sister's freedom or her mother's life. The wrong choice could leave them both dead. You’ll love this new adventure, because everyone has someone they wish they could save, if they were given the chance. Buy it now!",fantasy,2020-10-03,Claymore Publishing,0
64c10dc6652983f805a3a317,A Glow of Candles and Other Stories,Charles L. Grant,http://books.google.com/books/content?id=dhb-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"SO YOU THINK YOU LIKE TO BE SCARED... Nominated for the World Fantasy Award, the Hugo Award, the coveted Nebula...the unforgettable tales in this magnificent collection are the work of one of today's most respected masters of horror. Here are stories designed to carry the reader across fear's threshold, to terror...and beyond. Stories included in this collection: A Crowd of Shadows Hear Me Now, My Sweet Abbey Rose Temperature Days on Hawthorne Street Come Dance With Me on My Pony's Grave The Three of Tens The Dark of Legends, The Light of Lies Caesar, Now Be Still White Wolf Calling The Rest Is Spence When All the Children Call My Name Secrets of the Heart A Glow of Candles, A Unicorn's Eye",fantasy,2020-09-20,Crossroad Press,0
64c10dc8652983f805a3a31b,unRepentant,Bridget E. Baker,http://books.google.com/books/content?id=AToCEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Inara spent two hundred years as a devoted shadow to her mother, sacrificing everything to do what was best for their family. She cared for her mother dearly, but love and hate aren’t opposites. Sometimes the difference between them is thinner than the edge of a blade. When the love of Inara’s life finally appears, it’s as glorious as she imagined it would be. But a single mistake made long ago can have far-reaching consequences. Even though she wants to do the right thing, Inara’s options shrink more with each passing day. Can she rectify her one misstep, or will it drive her off the side of a cliff from which there is no return? keywords: paranormal romance, fantasy romance, epic fantasy, ya urban fantasy romance, contemporary fantasy, clean ya fantasy, ya contemporary fantasy romance, clean teen fantasy, teen fantasy, ya contemporary fantasy, ya epic fantasy, fantasy romance, ya fantasy romance, clean fantasy romance, royal fantasy romance, ya royal fantasy romance, fantasy succession crisis, urban fantasy romance, dark fantasy, dark urban fantasy, villain origin story, end of the world, dystopian romance. urban fantasy romance, urban fantasy, ya contemporary fantasy, ya epic fantasy, teen urban fantasy, fantasy romance, ya fantasy romance, ya contemporary romance fantasy, game of thrones, george rr martin,, throne of glass, acotar, sarah j maas, maas, fans of sarah maas, sarah moss, sarah mass, shatter me, tahereh mafi, the secret life of addie larue, best books for teens, clean romance fantasy, urban fantasy, stephanie garber, the ballad of never after, the cruel prince, a curse so dark and lonely, brigid kemmerer, kimmerer, holly black, daughter of smoke and bone, laini taylor, epic fantasy, lord of the rings, wheel of time, mist born, rj blain, tolkien, robert jordan, brandon sanderson, urusula k leguin, mercedes lackey, tamora pierce, kf breene, leia stone, linsey hall.",fantasy,2020-09-06,Purple Puppy Publishing,0
64c1191daafe08ed19662b9b,"Video Games, Violence, and the Ethics of Fantasy",Christopher Bartel,http://books.google.com/books/content?id=Sjj1DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Is it ever morally wrong to enjoy fantasizing about immoral things? Many video games allow players to commit numerous violent and immoral acts. But, should players worry about the morality of their virtual actions? A common argument is that games offer merely the virtual representation of violence. No one is actually harmed by committing a violent act in a game. So, it cannot be morally wrong to perform such acts. While this is an intuitive argument, it does not resolve the issue. Focusing on why individual players are motivated to entertain immoral and violent fantasies, Video Games, Violence, and the Ethics of Fantasy advances debates about the ethical criticism of art, not only by shining light on the interesting and under-examined case of virtual fantasies, but also by its novel application of a virtue ethical account. Video games are works of fiction that enable players to entertain a fantasy. So, a full understanding of the ethical criticism of video games must focus attention on why individual players are motivated to entertain immoral and violent fantasies. Video Games, Violence, and the Ethics of Fantasy engages with debates and critical discussions of games in both the popular media and recent work in philosophy, psychology, media studies, and game studies.",fantasy,2020-07-23,Bloomsbury Publishing,0
64c1d1c91eebb5ca675b844f,Mélange: A Collection of Contemporary Poetry & Prose,Abijit Radhakrishna,http://books.google.com/books/content?id=BzPBEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"This time we feature thirteen poems, three short stories, and seven pieces of non-fiction, penned down by a set of people with a shared love for words. Now do yourself a favour and read the entire collection. Poetry by Dr. Soney Bhageeradhan Ms. Namitha Nandan Mr. Thomas A Mattappallil Mx. Gopika Rajiv Mr. Philip KS Dr. Anuja Raj Ms. Sara Padma Das Ms. Shwetha V Rajeev Dr. Jeena Shaji Ms. Devika V Ms. Anjali S Rajeev Ms. Adila Firoz Ms. Aleena Justin Fiction by Ms. Gayathri S Ms. Deepa PS Ms. Treesa Cherian Non-fiction by Ms. Maria Mathews Mr. Ananthu Sunil Ms. Meenakshi Samanta Ms. Sneha Vinod Ms. Serin Peter Ms. Sifna Xavier Ms. Gayathri Babu",fantasy,2023-06-01,Bodhi Centre for Literary Studies,0
64c1d1c91eebb5ca675b8451,Poetry and Revolution,Homa Katouzian,http://books.google.com/books/content?id=kpRwEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Compiled by experts on the works of each individual poet, this book covers the poetry and poets of the Constitutional Revolution of Iran. Following a two-pronged approach, this volume studies both those who were influenced by the Constitutional Revolution in their works and those who addressed the Revolution with their work, influencing it directly. Through the analysis of their works, this volume explores influential poets and writers from the period, including Iraj, Vaziri, Afrāshteh, Yazdi, Bahār and ‘Eshqi. It covers female poets who are often overlooked, as well as the major satirical poets whose work educated and entertained the readers and criticized socio-political events. Analysing the mainstream and marginal poets, this volume argues the margins initiated the evolution of Persian poetry. As Persian poetry and its multifunctional legacy became the standard-bearer of the Constitutional movement, this volume is an important contribution to an understanding of Iran. This volume will be of interest to historians of the Constitutional Revolution and Iranian poetry, as well as to students and scholars of comparative revolutions. It is suitable for both undergraduate and graduate courses on Iranian history, Middle Eastern history and comparative studies of literature and revolution.",fantasy,2022-07-07,Taylor & Francis,0
64c1d1c91eebb5ca675b8453,The Poets and Poetry of Munster,Clíona Ní Ríordáin,http://books.google.com/books/content?id=OzhizwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This multi-author volume of essays examines the work of over twenty poets from South Western Ireland who write in both English and Irish. Offering overviews of each of the poets' work, the chapters also focus on significant features of their respective oeuvres. Among the poets studied are Eiléan Ní Chuilleanáin, Seán Ó Tuama, John Montague, Gerry Murphy, Thomas McCarthy, Trevor Joyce, and Doireann Ní Ghríofa. The multifaceted collection addresses the different currents that are significant in the work of these poets, from the Modernism of MacGreevy to the politico-historical approach adopted by Thomas McCarthy. It places poetry in English and Irish side by side and creates a system of echoes that become apparent when the poets' work is read in conjunction with that of their fellow writers. The contributors to the volume come from Ireland, the US, and Europe and include confirmed and emerging academics.",fantasy,2023-04-24,ibidem,0
64c1d27ad3117ca695496feb,Letters to a Young Poet,Rainer Maria Rilke,http://books.google.com/books/content?id=gWMhEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Essential reading for scholars, poetry lovers, and anyone with an interest in Rainer Maria Rilke, German poetry, or the creative impulse, these ten letters of correspondence between Rilke and a young aspiring poet reveal elements from the inner workings of his own poetic identity. The letters coincided with an important stage of his artistic development and readers can trace many of the themes that later emerge in his best works to these messages—Rilke himself stated these letters contained part of his creative genius.",poetry,2021-04-14,Courier Dover Publications,0
64c1d27cd3117ca695496ff0,Poetry Rx,Norman E. Rosenthal M.D.,http://books.google.com/books/content?id=Wi7yDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""I used to believe that poetry did not “speak” to me, but I now see how wrong I was. I lived for 44 years with a husband, a lyricist, whose beautifully crafted, heartfelt lyrics touched my every fiber and continue to uplift and inspire me a decade after his death. The special beauty of Dr. Rosenthal’s book for me is his discussion of what each poem is saying, what the poet was likely feeling and often how the poems helped him personally, as when he left his birth family in South Africa for a rewarding career in the United States."" - Jane Brody, Author & New York Times Columnist Poetry to Heal, Inspire and Enjoy Poetry Rx presents 50 great poems as seen through the eyes of a renowned psychiatrist and New York Times bestseller. In this book, you will find insights into love, sorrow, ecstasy and everything in between: Love in the moment or for a lifetime; love that is fulfilling or addictive; when to break up and how to survive when someone breaks up with you. Separate sections deal with responses to the natural world, and the varieties of human experience (such as hope, reconciliation, leaving home, faith, self-actualization, trauma, anger, and the thrill of discovery). Other sections involve finding your way in the world and the search for meaning, as well as the final stages of life. In describing this multitude of human experiences, using vignettes from his work and life, Rosenthal serves as a comforting guide to these poetic works of genius. Through his writing, the workings of the mind, as depicted by these gifted writers speak to us as intimately as our closest friends. Rosenthal also delves into the science of mind and brain. Who would have thought, for example, that listening to poetry can cause people to have goosebumps by activating the reward centers of the brain? Yet research shows that to be true. And who were these fascinating poets? In a short biosketch that accompanies each poem, Rosenthal draws connections between the poets and their poems that help us understand the enigmatic minds that gave birth to these masterworks. Altogether, a fulfilling and intriguing must-read for anyone interested in poetry, the mind, self-help and genius.",poetry,2021-05-04,Gildan Media LLC aka G&D Media,0
64c1d27cd3117ca695496ff2,Prose Poetry,Paul Hetherington,http://books.google.com/books/content?id=m5r0DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"An engaging and authoritative introduction to an increasingly important and popular literary genre Prose Poetry is the first book of its kind—an engaging and authoritative introduction to the history, development, and features of English-language prose poetry, an increasingly important and popular literary form that is still too little understood and appreciated. Poets and scholars Paul Hetherington and Cassandra Atherton introduce prose poetry’s key characteristics, chart its evolution from the nineteenth century to the present, and discuss many historical and contemporary prose poems that both demonstrate their great diversity around the Anglophone world and show why they represent some of today’s most inventive writing. A prose poem looks like prose but reads like poetry: it lacks the line breaks of other poetic forms but employs poetic techniques, such as internal rhyme, repetition, and compression. Prose Poetry explains how this form opens new spaces for writers to create riveting works that reshape the resources of prose while redefining the poetic. Discussing prose poetry’ s precursors, including William Wordsworth and Walt Whitman, and prose poets such as Charles Simic, Russell Edson, Lydia Davis, and Claudia Rankine, the book pays equal attention to male and female prose poets, documenting women’s essential but frequently unacknowledged contributions to the genre. Revealing how prose poetry tests boundaries and challenges conventions to open up new imaginative vistas, this is an essential book for all readers, students, teachers, and writers of prose poetry.",poetry,2020-10-13,Princeton University Press,0
